Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Cour Carrée du Louvre,48.8603598795578,2.3385429382324214,Pedestrian Plaza
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,La Vénus de Milo (Vénus de Milo),48.859943428504316,2.3372340202331543,Exhibit
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Place du Louvre,48.859841,2.340822,Plaza
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Pont des Arts,48.85856468168776,2.3376350104808807,Bridge
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Musée du Louvre,48.86084691113991,2.336440086364746,Art Museum
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Église Saint-Germain-l'Auxerrois (Église Saint-Germain l'Auxerrois),48.859519915404825,2.3413056135177612,Church
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Guy Savoy,48.857085019941806,2.3388068135574938,French Restaurant
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Coffee Crêpes,48.85884059518823,2.3408023161365143,Coffee Shop
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Monnaie de Paris,48.85683338028305,2.3390582159751068,Museum
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Place Dauphine,48.85663993129474,2.342362403869629,Plaza
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Chez Nous,48.855823217287835,2.340271085661046,Wine Bar
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Palais Royal,48.86323576771446,2.3371267318725586,Historic Site
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Comédie-Française,48.863087901186134,2.336611747741699,Theater
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Buly 1803,48.857146395868874,2.33503927183584,Cosmetics Shop
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Vestige de la Forteresse du Louvre,48.86157701632968,2.3335077597365377,Historic Site
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Cour Napoléon,48.86117159622847,2.3350882530212402,Plaza
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Place du Palais Royal,48.862523381679345,2.336687635654229,Plaza
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Ze Kitchen Galerie,48.85510110130317,2.341297271887015,Restaurant
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Jardin du Palais Royal,48.86494061245833,2.3377275466918945,Garden
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,LEGO® Store,48.86181771883298,2.3471906738969803,Toy / Game Store
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,L'Hotel,48.85637674082885,2.33519300383645,Hotel
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Prescription Cocktail Club,48.854921,2.337768,Cocktail Bar
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Hôtel d'Aubusson,48.85472883599233,2.3395052403718175,Hotel
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Place des Victoires,48.865759373109775,2.341219220887502,Plaza
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,Place Fürstenberg,48.85431057662302,2.335733324289322,Plaza
Saint-Germain-l'Auxerrois,48.859710000000064,2.3402400000000507,LouLou,48.86280381272633,2.333500385284424,Italian Restaurant
