Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory,color
Auteuil,48.846940000000075,2.2636600000000726,Boutique du Parc des Princes,48.8424051206499,2.251940758640499,Shop,orange
Auteuil,48.846940000000075,2.2636600000000726,Place Rodin,48.85333432828721,2.2710862507380565,Plaza,red
Auteuil,48.846940000000075,2.2636600000000726,Aux Merveilleux de Fred,48.844018635393745,2.2834932804107666,Shop,orange
Auteuil,48.846940000000075,2.2636600000000726,Sanki,48.83637124065393,2.2517681121826167,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,Tenniseum – Musée de la FFT,48.84743557816938,2.2505315942099364,Museum,blue
Auteuil,48.846940000000075,2.2636600000000726,Brasserie Paris-Seattle,48.83417554514646,2.2660092427084955,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,Restaurant Le Bois le Vent,48.85763493268096,2.274769454395485,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,Yooma Urban Lodge,48.85084434916715,2.2848975557612925,Hotel,pink
Auteuil,48.846940000000075,2.2636600000000726,Boulanger,48.84639297534639,2.285131498286843,Store,purple
Auteuil,48.846940000000075,2.2636600000000726,Les Délices d'Orient,48.846340926038685,2.283016183598924,Shop,orange
Auteuil,48.846940000000075,2.2636600000000726,Le Cardinal,48.837629459534035,2.2571654353080395,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,Le Bistrot des Vignes,48.85646771897339,2.2798383453272573,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,Muji,48.84868474817178,2.282871555005066,Shop,orange
Auteuil,48.846940000000075,2.2636600000000726,Kura,48.8575601360575,2.274823352409268,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,Shiki,48.837533176441276,2.247996931657001,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,La Table Libanaise,48.841766,2.2886066,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,La Grande Épicerie de Paris,48.85826961776002,2.275777301731248,Shop,orange
Auteuil,48.846940000000075,2.2636600000000726,Bon,48.86028226975071,2.2746360061086905,Restaurant,gray
Auteuil,48.846940000000075,2.2636600000000726,Chez Madeleine,48.84002108722313,2.245327608246769,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Alba Ristorante,48.85750464981286,2.2731024026870728,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Jardin du Ranelagh,48.85830795652362,2.269441267144127,Garden,green
